,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
1462,470146.3.528_18.peg,LEUTA,Leucine Transaminase,rxn00806,MNXR96229,R01090,"[None, None, ['2.6.1.42', '2.6.1.6', '2.6.1.67'], ['2.6.1.42', '2.6.1.6', '2.6.1.67'], ['2.6.1.42', '2.6.1.6', '2.6.1.67']]",BAT1_1; BAT2_3; LEUTA; LEUTAi; LEUTAm,"['akg[c]', 'leu_L[c]']","['2-Oxoglutarate', 'L-leucine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C)CC(C(=O)O)N']"
1463,470146.3.528_18.peg,VALTA,Valine Transaminase,rxn00903,MNXR96230,R01214,"[None, ['2.6.1.42', '2.6.1.6'], ['2.6.1.42', '2.6.1.6']]",BAT2_2; VALTA; VALTAim,"['akg[c]', 'val_L[c]']","['2-Oxoglutarate', 'L-valine']","['C(CC(=O)O)C(=O)C(=O)O', 'CC(C)C(C(=O)O)N']"
1464,470146.3.2181.peg,IMPC,IMP Cyclohydrolase,rxn00832,MNXR100783,R01127,"[None, None, ['2.1.2.3', '3.5.4.10'], ['2.1.2.3', '3.5.4.10']]",ADE16_2; ADE17_2; IMPC; IMPCir,"['h2o[c]', 'imp[c]']","['Water', 'IMP']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']"
1465,470146.3.2489_19.peg,IMPD,IMP Dehydrogenase,rxn00834,MNXR100830,R01130,"[None, None, None, ['1.1.1.205'], None, None]",FUN63; IMD3; IMD4; IMPD; PUR5; YAR075W,"['h2o[c]', 'imp[c]', 'nad[c]']","['Water', 'IMP', 'Nicotinamide adenine dinucleotide']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1466,470146.3.peg.3217,IPDDI,Isopentenyl-Diphosphate D-Isomerase,rxn00830,MNXR100796,R01123,"[None, ['5.3.3.2'], ['5.3.3.2']]",IDI1; IPDDI; IPDDIi,['ipdp[c]'],['Isopentenyl diphosphate'],['CC(=C)CCOP(=O)(O)OP(=O)(O)O']
1467,470146.3.2923.peg,IPMD2,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",rxn00735,None,R00994,[None],None,"['e3mmal[c]', 'nad[c]']","['D-erythro-3-Methylmalate', 'Nicotinamide adenine dinucleotide']","['CC(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1468,470146.3.2923.peg,IPMDr,3-isopropylmalate dehydrogenase (EC 1.1.1.85),rxn03062,MNXR3132,R04426,"[['1.1.1.85'], ['1.1.1.85']]",IPMD; IPMDr,"['3c2hmp[c]', 'nad[c]']","['3-Carboxy-2-hydroxy-4-methylpentanoate', 'Nicotinamide adenine dinucleotide']","['CC(C)C(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1469,470146.3.1438_15.peg,IPPMIa,3-isopropylmalate dehydratase,rxn02789,MNXR3134,R03968,"[['4.2.1.33'], None]",IPPMIb; LEU1_2,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O']
1470,470146.3.1438_15.peg,IPPMIb,2-isopropylmalate hydratase,rxn02811,MNXR3133,R04001,[['4.2.1.33']],IPPMIa,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']"
1471,470146.3.1439_16.peg,IPPMIa,3-isopropylmalate dehydratase,rxn02789,MNXR3134,R03968,"[['4.2.1.33'], None]",IPPMIb; LEU1_2,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O']
1472,470146.3.1439_16.peg,IPPMIb,2-isopropylmalate hydratase,rxn02811,MNXR3133,R04001,[['4.2.1.33']],IPPMIa,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']"
1473,470146.3.1440.peg,IPPMIa,3-isopropylmalate dehydratase,rxn02789,MNXR3134,R03968,"[['4.2.1.33'], None]",IPPMIb; LEU1_2,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O']
1474,470146.3.1440.peg,IPPMIb,2-isopropylmalate hydratase,rxn02811,MNXR3133,R04001,[['4.2.1.33']],IPPMIa,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']"
1475,470146.3.1441_16.peg,IPPMIa,3-isopropylmalate dehydratase,rxn02789,MNXR3134,R03968,"[['4.2.1.33'], None]",IPPMIb; LEU1_2,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O']
1476,470146.3.1441_16.peg,IPPMIb,2-isopropylmalate hydratase,rxn02811,MNXR3133,R04001,[['4.2.1.33']],IPPMIa,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']"
1477,470146.3.peg.1447,Kt3,potassium proton antiporter irreversible,None,None,None,[None],None,"['h[e]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
1478,470146.3.peg.1448,Kt3,potassium proton antiporter irreversible,None,None,None,[None],None,"['h[e]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
1479,470146.3.peg.1449,Kt3,potassium proton antiporter irreversible,None,None,None,[None],None,"['h[e]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
1480,470146.3.peg.2604,Kt3,potassium proton antiporter irreversible,None,None,None,[None],None,"['h[e]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
1481,470146.3.peg.2605,Kt3,potassium proton antiporter irreversible,None,None,None,[None],None,"['h[e]', 'k[c]']","['proton', 'potassium']","['[H+]', '[K]']"
1482,470146.3.18_12.peg,L2A6ODs,"L-2-Amino-6-oxopimelate conversion to 2,3,4,5-Tetrahydrodipicolinate (spontaneous)",rxn03012,MNXR15641,R04336,[None],None,['l2a6o[c]'],['L-2-Amino-6-oxopimelate'],['C(CC(C(=O)O)N)CC(=O)C(=O)O']
1483,470146.3.peg.1104,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1484,470146.3.peg.1166,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1485,470146.3.peg.1167,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1486,470146.3.peg.1659,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1487,470146.3.peg.37,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1488,470146.3.peg.446,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1489,470146.3.peg.676,LACZ,b-galactosidase,rxn00816,MNXR93705,R01100; R06114,"[['3.2.1.108', '3.2.1.23'], ['3.2.1.108', '3.2.1.23']]",LACZ; LACZpp,"['h2o[c]', 'lcts[c]']","['Water', 'Lactose']","['O', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O']"
1490,470146.3.2771_20.peg,LARGNAT,L-arogenate:2-oxoglutarate aminotransferase,rxn01270,MNXR8691,R01731,['2.6.1.57'],None,"['Largn[c]', 'oaa[c]']","['L-Arogenate', 'Oxaloacetate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(C(=O)C(=O)O)C(=O)O']"
1491,470146.3.2771_20.peg,PHETA1,Phenylalanine Transaminase,rxn00493,MNXR102631,R00694,"[None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",ARO9_1; PHETA1,"['akg[c]', 'phe_L[c]']","['2-Oxoglutarate', 'L-phenylalanine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
1492,470146.3.2771_20.peg,TYRTA,Tyrosine Transaminase,rxn00527,MNXR105000,R00734,"[None, None, None, None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",AAT1_2; AAT2_2; ARO8; ARO9_2; TYRTA; TYRTAi; TYRTAim; TYRTAip; TYRTAm; TYRTAp,"['akg[c]', 'tyr_L[c]']","['2-Oxoglutarate', 'L-tyrosine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
1493,470146.3.488_20.peg,LARGNAT,L-arogenate:2-oxoglutarate aminotransferase,rxn01270,MNXR8691,R01731,['2.6.1.57'],None,"['Largn[c]', 'oaa[c]']","['L-Arogenate', 'Oxaloacetate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(C(=O)C(=O)O)C(=O)O']"
1494,470146.3.488_20.peg,PHETA1,Phenylalanine Transaminase,rxn00493,MNXR102631,R00694,"[None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",ARO9_1; PHETA1,"['akg[c]', 'phe_L[c]']","['2-Oxoglutarate', 'L-phenylalanine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
1495,470146.3.488_20.peg,TYRTA,Tyrosine Transaminase,rxn00527,MNXR105000,R00734,"[None, None, None, None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",AAT1_2; AAT2_2; ARO8; ARO9_2; TYRTA; TYRTAi; TYRTAim; TYRTAip; TYRTAm; TYRTAp,"['akg[c]', 'tyr_L[c]']","['2-Oxoglutarate', 'L-tyrosine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
1496,470146.3.489_21_16.peg,LARGNAT,L-arogenate:2-oxoglutarate aminotransferase,rxn01270,MNXR8691,R01731,['2.6.1.57'],None,"['Largn[c]', 'oaa[c]']","['L-Arogenate', 'Oxaloacetate']","['C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]', 'C(C(=O)C(=O)O)C(=O)O']"
1497,470146.3.489_21_16.peg,PHETA1,Phenylalanine Transaminase,rxn00493,MNXR102631,R00694,"[None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",ARO9_1; PHETA1,"['akg[c]', 'phe_L[c]']","['2-Oxoglutarate', 'L-phenylalanine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC=C(C=C1)CC(C(=O)O)N']"
1498,470146.3.489_21_16.peg,TYRTA,Tyrosine Transaminase,rxn00527,MNXR105000,R00734,"[None, None, None, None, ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9'], ['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']]",AAT1_2; AAT2_2; ARO8; ARO9_2; TYRTA; TYRTAi; TYRTAim; TYRTAip; TYRTAm; TYRTAp,"['akg[c]', 'tyr_L[c]']","['2-Oxoglutarate', 'L-tyrosine']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
1499,470146.3.peg.2724,LCARS,"lacaldehyde reductase (S-propane-1,2-diol forming)",rxn01615,MNXR95714,R02257,['1.1.1.77'],None,"['h[c]', 'lald_L[c]', 'nadh[c]']","['proton', '(S)-lactaldehyde', 'Nicotinamide adenine dinucleotide - reduced']","['[H+]', 'CC(C=O)O', None]"
1500,470146.3.peg.2274,LDH_L,L-Lactate Dehydrogenase,rxn00499,MNXR101040,R00703,[['1.1.1.27']],LDH_L,"['lac_L[c]', 'nad[c]']","['L-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)[O-])O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1501,470146.3.peg.2274,L_LACD,"L-Lactate dehydrogenase, irreversible",None,None,None,[None],None,"['ficytC[c]', 'lac_L[c]']","['Ferricytochrome c', 'L-lactate']","[None, 'CC(C(=O)[O-])O']"
1502,470146.3.peg.2274,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
1503,470146.3.peg.2274,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
1504,470146.3.peg.632,LDH_L,L-Lactate Dehydrogenase,rxn00499,MNXR101040,R00703,[['1.1.1.27']],LDH_L,"['lac_L[c]', 'nad[c]']","['L-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)[O-])O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1505,470146.3.peg.632,L_LACD,"L-Lactate dehydrogenase, irreversible",None,None,None,[None],None,"['ficytC[c]', 'lac_L[c]']","['Ferricytochrome c', 'L-lactate']","[None, 'CC(C(=O)[O-])O']"
1506,470146.3.peg.632,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
1507,470146.3.peg.632,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
1508,470146.3.peg.3005,LGTHL,Lactoylglutathione Lyase,rxn01834,MNXR100355,R02530,"[None, ['4.4.1.5']]",GLO1; LGTHL,"['gthrd[c]', 'mthgxl[c]']","['Reduced glutathione', 'methylglyoxal']","['C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N', 'CC(=O)C=O']"
1509,470146.3.peg.2053,LPLIPAL1A120,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0)",rxn08796,MNXR3269,None,[['3.1.1.5']],LPLIPAL1A120pp,"['1ddecg3p[c]', 'h2o[c]']","['1-acyl-sn-glycerol 3-phosphate(2-)', 'Water']","[None, 'O']"
1510,470146.3.peg.2053,LPLIPAL1A140,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0)",rxn08797,MNXR3270,None,[['3.1.1.5']],LPLIPAL1A140pp,"['1tdecg3p[c]', 'h2o[c]']","['1-tetradecanoyl-sn-glycerol 3-phosphate', 'Water']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O', 'O']"
1511,470146.3.peg.2053,LPLIPAL1A141,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1)",rxn08798,MNXR69333,None,[['3.1.1.5']],LPLIPAL1A141pp,"['1tdec7eg3p[c]', 'h2o[c]']","['1-tetradec-7-enoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1512,470146.3.peg.2053,LPLIPAL1A160,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0)",rxn08799,MNXR69334,None,[['3.1.1.5']],LPLIPAL1A160pp,"['1hdecg3p[c]', 'h2o[c]']","['1-hexadecanoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1513,470146.3.peg.2053,LPLIPAL1A161,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1)",rxn08800,MNXR80380,None,[None],LPLIPAL1A161pp,"['1hdec9eg3p[c]', 'h2o[c]']","['1-hexadec-9-enoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1514,470146.3.peg.2053,LPLIPAL1A180,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0)",rxn08801,MNXR69336,None,[['3.1.1.5']],LPLIPAL1A180pp,"['1odecg3p[c]', 'h2o[c]']","['1-octadecanoyl-sn-glycerol 3-phosphate', 'Water']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O', 'O']"
1515,470146.3.peg.2053,LPLIPAL1A181,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1)",rxn08802,MNXR69337,None,[None],LPLIPAL1A181pp,"['1odec11eg3p[c]', 'h2o[c]']","['1-octadec-11-enoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1516,470146.3.peg.2053,LPLIPAL1E120,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0)",rxn08803,MNXR94194,None,[None],LPLIPAL1E120pp,"['1agpe120[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)', 'Water']","[None, 'O']"
1517,470146.3.peg.2053,LPLIPAL1E140,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0)",rxn08804,MNXR3277,None,[None],LPLIPAL1E140pp,"['1agpe140[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)', 'Water']","[None, 'O']"
1518,470146.3.peg.2053,LPLIPAL1E141,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1)",rxn08805,MNXR94195,None,[None],LPLIPAL1E141pp,"['1agpe141[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)', 'Water']","[None, 'O']"
1519,470146.3.peg.2053,LPLIPAL1E160,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0)",rxn08806,MNXR3279,None,[None],LPLIPAL1E160pp,"['1agpe160[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)', 'Water']","['CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O', 'O']"
1520,470146.3.peg.2053,LPLIPAL1E161,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1)",rxn08807,MNXR94196,None,[None],LPLIPAL1E161pp,"['1agpe161[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)', 'Water']","[None, 'O']"
1521,470146.3.peg.2053,LPLIPAL1E180,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0)",rxn08808,MNXR80382,None,[None],LPLIPAL1E180pp,"['1agpe180[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)', 'Water']","[None, 'O']"
1522,470146.3.peg.2053,LPLIPAL1E181,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1)",rxn08809,MNXR80383,None,[None],LPLIPAL1E181pp,"['1agpe181[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)', 'Water']","[None, 'O']"
1523,470146.3.peg.2053,LPLIPAL1G120,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0)",rxn08810,MNXR94197,None,[None],LPLIPAL1G120pp,"['1agpg120[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)', 'Water']","['CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O', 'O']"
1524,470146.3.peg.2053,LPLIPAL1G140,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0)",rxn08811,MNXR94198,None,[None],LPLIPAL1G140pp,"['1agpg140[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)', 'Water']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O', 'O']"
1525,470146.3.peg.2053,LPLIPAL1G141,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1)",rxn08812,MNXR94199,None,[None],LPLIPAL1G141pp,"['1agpg141[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)', 'Water']","[None, 'O']"
1526,470146.3.peg.2053,LPLIPAL1G160,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0)",rxn08813,MNXR94200,None,[None],LPLIPAL1G160pp,"['1agpg160[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)', 'Water']","['CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O', 'O']"
1527,470146.3.peg.2053,LPLIPAL1G161,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1)",rxn08814,MNXR94201,None,[None],LPLIPAL1G161pp,"['1agpg161[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)', 'Water']","[None, 'O']"
1528,470146.3.peg.2053,LPLIPAL1G180,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0)",rxn08815,MNXR94202,None,[None],LPLIPAL1G180pp,"['1agpg180[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)', 'Water']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O', 'O']"
1529,470146.3.peg.2053,LPLIPAL1G181,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1)",rxn08816,MNXR69346,None,[None],LPLIPAL1G181pp,"['1agpg181[c]', 'h2o[c]']","['1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)', 'Water']","[None, 'O']"
1530,470146.3.peg.2053,LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",rxn08817,MNXR69347,None,[['3.1.1.5']],LPLIPAL2A120,"['2ddecg3p[c]', 'h2o[c]']","['2-dodecanoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1531,470146.3.peg.2053,LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",rxn08818,MNXR69348,None,[['3.1.1.5']],LPLIPAL2A140,"['2tdecg3p[c]', 'h2o[c]']","['2-tetradecanoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1532,470146.3.peg.2053,LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",rxn08819,MNXR69349,None,[['3.1.1.5']],LPLIPAL2A141,"['2tdec7eg3p[c]', 'h2o[c]']","['2-tetradec-7-enoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1533,470146.3.peg.2053,LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",rxn08820,MNXR83224,None,[['3.1.1.5']],LPLIPAL2A160,"['2hdecg3p[c]', 'h2o[c]']","['2-hexadecanoyl-sn-glycerol 3-phosphate', 'Water']","['CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])[O-]', 'O']"
1534,470146.3.peg.2053,LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",rxn08821,MNXR80385,None,[None],LPLIPAL2A161,"['2hdec9eg3p[c]', 'h2o[c]']","['2-hexadec-9-enoyl-sn-glycerol 3-phosphate', 'Water']","[None, 'O']"
1535,470146.3.peg.2053,LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",rxn08822,MNXR83225,None,[['3.1.1.5']],LPLIPAL2A180,"['2odecg3p[c]', 'h2o[c]']","['2-octadecanoyl-sn-glycerol 3-phosphate', 'Water']","['CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])[O-]', 'O']"
